,Price,PriceStartDate,Date Added,InflationAdjustedPrice,Analysis,P or E,Pre2005Flag,PreviousPatents,LatestExpiration,MonthsUntilExpiration,InflationAdjustedPriceZScore,EvergreenFlag
725,34.47,2018-01-01,2006-05-28,13.906651551033413,I,E,0,5,2019-05-27,155.0,-0.4094088342159472,1
726,34.47,2018-01-01,2009-11-28,13.906651551033413,I,E,0,8,2019-05-27,113.0,-0.4094088342159472,1
727,4342.0,2018-01-01,2012-09-28,1751.7458959845403,P:DP,P,0,0,2017-09-12,59.0,0.3710218213854712,0
728,4342.0,2018-01-01,2012-09-28,1751.7458959845403,P:DP/UCnew,P,0,0,2017-09-12,59.0,0.3710218213854712,0
729,4342.0,2018-01-01,2012-09-28,1751.7458959845403,NCE,E,0,0,2017-09-12,59.0,0.3710218213854712,1
730,4342.0,2018-01-01,2016-12-28,1751.7458959845403,P:UCnew,P,0,6,2034-02-04,205.0,0.3710218213854712,0
731,4342.0,2018-01-01,2013-08-28,1751.7458959845403,P:UC,P,0,3,2022-04-15,103.0,0.3710218213854712,0
732,4342.0,2018-01-01,2014-09-28,1751.7458959845403,P:DP,P,0,4,2030-09-14,191.0,0.3710218213854712,0
733,4342.0,2018-01-01,2015-12-28,1751.7458959845403,P:UCnew,P,0,5,2034-02-04,217.0,0.3710218213854712,0
734,5602.99,2018-01-01,2010-02-28,2260.4824361451906,P:DP/UCnew,P,0,0,2021-12-20,141.0,0.5994857560317376,0
735,5602.99,2018-01-01,2010-02-28,2260.4824361451906,P:DP,P,0,0,2021-12-20,141.0,0.5994857560317376,0
736,5602.99,2018-01-01,2010-02-28,2260.4824361451906,P:DP/UC,P,0,0,2021-12-20,141.0,0.5994857560317376,0
737,5602.99,2018-01-01,2011-08-28,2260.4824361451906,ODE,E,0,3,2021-12-20,123.0,0.5994857560317376,1
738,5607.66,2018-01-01,2013-04-28,2262.3665110724705,P:DP/UCnew,P,0,4,2021-12-20,103.0,0.6003318583599069,0
739,352.0,2018-01-01,2006-01-28,142.01164334098527,NCE,E,0,0,2011-01-27,59.0,-0.3518793112473043,1
740,352.0,2018-01-01,2006-02-28,142.01164334098527,P:DS,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
741,352.0,2018-01-01,2006-02-28,142.01164334098527,P:UCnew,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
742,352.0,2018-01-01,2006-02-28,142.01164334098527,P:DP,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
743,352.0,2018-01-01,2006-02-28,142.01164334098527,P:UC,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
744,352.0,2018-01-01,2006-02-28,142.01164334098527,P:DP,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
745,352.0,2018-01-01,2006-02-28,142.01164334098527,P:UC,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
746,352.0,2018-01-01,2006-02-28,142.01164334098527,P:UC,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
747,352.0,2018-01-01,2006-02-28,142.01164334098527,P:DP,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
748,352.0,2018-01-01,2006-02-28,142.01164334098527,P:UC,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
749,352.0,2018-01-01,2006-02-28,142.01164334098527,P:UC,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
750,352.0,2018-01-01,2006-02-28,142.01164334098527,P:UC,P,0,1,2019-05-27,158.0,-0.3518793112473043,0
751,352.0,2018-01-01,2006-05-28,142.01164334098527,PTAorPTE,P,0,12,2019-05-27,155.0,-0.3518793112473043,0
752,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
753,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
754,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
755,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
756,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
757,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
758,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
759,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
760,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
761,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
762,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,P,0,13,2019-05-27,141.0,-0.3518793112473043,0
763,352.0,2018-01-01,2007-07-28,142.01164334098527,Added to other strength,E,0,13,2019-05-27,141.0,-0.3518793112473043,1
764,352.0,2018-01-01,2011-03-28,142.01164334098527,DelistRequest,P,0,25,2019-05-27,97.0,-0.3518793112473043,0
765,2035.43,2018-01-01,2016-10-28,821.1782931975616,P:DP/UCnew,P,0,28,2031-10-11,179.0,-0.046878445656328586,0
766,2035.43,2018-01-01,2017-01-28,821.1782931975616,NPP,E,0,29,2031-10-11,176.0,-0.046878445656328586,1
767,2035.43,2018-01-01,2017-04-28,821.1782931975616,P:DS/DP/UC,P,0,30,2031-10-11,173.0,-0.046878445656328586,0
768,2035.43,2018-01-01,2017-05-28,821.1782931975616,,E,0,31,2031-10-11,172.0,-0.046878445656328586,1
769,2035.43,2018-01-01,2017-09-28,821.1782931975616,P:DP/UC,P,0,32,2031-10-11,168.0,-0.046878445656328586,0
770,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/DP,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
771,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
772,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/UCnew,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
773,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/DP/UC,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
774,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/DP/UC,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
775,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:UC,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
776,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:UC,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
777,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/DP,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
778,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/DP/UC,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
779,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/DP/UC,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
780,2160.81,2018-01-01,2012-09-28,871.7618722944161,P:DS/DP/UCnew,P,0,0,2029-09-03,203.0,-0.02416231933815877,0
781,2160.81,2018-01-01,2013-03-28,871.7618722944161,PTAorPTE,P,0,11,2029-09-03,197.0,-0.02416231933815877,0
782,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
783,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
784,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
785,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
786,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
787,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
788,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
789,2160.81,2018-01-01,2013-05-28,871.7618722944161,P:PED,P,0,12,2029-09-03,195.0,-0.02416231933815877,0
790,2160.81,2018-01-01,2013-12-28,871.7618722944161,P:DP/UC,P,0,20,2029-09-03,188.0,-0.02416231933815877,0
791,2160.81,2018-01-01,2014-01-28,871.7618722944161,P:DP/UC,P,0,21,2031-10-11,212.0,-0.02416231933815877,0
792,2160.81,2018-01-01,2014-02-28,871.7618722944161,NP,E,0,22,2031-10-11,211.0,-0.02416231933815877,1
793,2160.81,2018-01-01,2014-05-28,871.7618722944161,P:DP/UC,P,0,23,2031-10-11,208.0,-0.02416231933815877,0
794,2160.81,2018-01-01,2014-05-28,871.7618722944161,P:PED,P,0,23,2031-10-11,208.0,-0.02416231933815877,0
795,2160.81,2018-01-01,2015-01-28,871.7618722944161,I,E,0,25,2031-10-11,200.0,-0.02416231933815877,1
796,2160.81,2018-01-01,2015-03-28,871.7618722944161,P:DS/DP,P,0,26,2031-10-11,198.0,-0.02416231933815877,0
797,2160.81,2018-01-01,2015-11-28,871.7618722944161,P:DP/UC,P,0,27,2031-10-11,190.0,-0.02416231933815877,0
799,13.15,2018-01-01,2017-07-28,5.3052645168578305,,E,0,19,2020-06-23,34.0,-0.41327155405247123,1
800,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
801,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
802,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
803,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
804,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
805,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
806,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
807,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
808,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
809,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,P,1,0,2017-01-08,144.0,-0.4124508166763243,0
810,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,E,1,0,2017-01-08,144.0,-0.4124508166763243,1
811,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,E,1,0,2017-01-08,144.0,-0.4124508166763243,1
812,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,E,1,0,2017-01-08,144.0,-0.4124508166763243,1
813,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,E,1,0,2017-01-08,144.0,-0.4124508166763243,1
814,17.68,2018-01-01,2005-01-01,7.132857540535852,Pre-2005,E,1,0,2017-01-08,144.0,-0.4124508166763243,1
815,17.68,2018-01-01,2005-09-28,7.132857540535852,I,E,0,15,2017-01-08,135.0,-0.4124508166763243,1
816,17.68,2018-01-01,2007-02-28,7.132857540535852,I,E,0,16,2017-01-08,118.0,-0.4124508166763243,1
817,17.68,2018-01-01,2009-03-28,7.132857540535852,P:DS/DP/UC,P,0,17,2017-01-08,93.0,-0.4124508166763243,0
818,17.68,2018-01-01,2009-03-28,7.132857540535852,P:PED,P,0,17,2017-01-08,93.0,-0.4124508166763243,0
836,1253.02,2018-08-01,2012-12-28,496.9422477453538,NCE,E,0,0,2017-12-21,59.0,-0.19248670622036246,1
837,1253.02,2018-08-01,2013-01-28,496.9422477453538,P:DS/DP/UCnew,P,0,1,2025-11-01,153.0,-0.19248670622036246,0
838,1253.02,2018-08-01,2013-01-28,496.9422477453538,P:DP/UC,P,0,1,2025-11-01,153.0,-0.19248670622036246,0
839,1253.02,2018-08-01,2013-01-28,496.9422477453538,P:UC,P,0,1,2025-11-01,153.0,-0.19248670622036246,0
840,1253.02,2018-08-01,2013-01-28,496.9422477453538,ODE,E,0,1,2025-11-01,153.0,-0.19248670622036246,1
841,1253.02,2018-08-01,2015-03-28,496.9422477453538,PTAorPTE,P,0,5,2025-11-01,127.0,-0.19248670622036246,0
842,1253.02,2018-08-01,2015-07-28,496.9422477453538,P:UC,P,0,6,2025-11-01,123.0,-0.19248670622036246,0
843,1253.02,2018-08-01,2016-03-28,496.9422477453538,P:DS/DP/UC,P,0,7,2025-11-01,115.0,-0.19248670622036246,0
844,317.29,2018-09-15,2013-04-28,125.68977059804548,NDF,E,0,0,2016-04-11,35.0,-0.35920915483681753,1
845,317.29,2018-09-15,2013-06-28,125.68977059804548,P:DP/UCnew,P,0,1,2028-04-23,177.0,-0.35920915483681753,0
846,317.29,2018-09-15,2013-06-28,125.68977059804548,P:DP/UC,P,0,1,2028-04-23,177.0,-0.35920915483681753,0
847,317.29,2018-09-15,2014-06-28,125.68977059804548,PTAorPTE,P,0,3,2028-09-01,170.0,-0.35920915483681753,0
848,317.29,2018-09-15,2014-06-28,125.68977059804548,P:DP/UC,P,0,3,2028-09-01,170.0,-0.35920915483681753,0
849,82.59,2018-01-01,2017-08-28,33.32028870321584,P:DS/DP,P,0,8,2030-07-04,154.0,-0.4006905378494587,0
850,82.59,2018-01-01,2017-08-28,33.32028870321584,P:UCnew,P,0,8,2030-07-04,154.0,-0.4006905378494587,0
851,82.59,2018-01-01,2017-08-28,33.32028870321584,DP/UC,P,0,8,2030-07-04,154.0,-0.4006905378494587,0
852,82.59,2018-01-01,2017-12-28,33.32028870321584,P:DP,P,0,11,2030-07-04,150.0,-0.4006905378494587,0
853,82.59,2018-01-01,2013-07-28,33.32028870321584,PTAorPTE,P,0,5,2030-07-04,203.0,-0.4006905378494587,0
854,82.59,2018-01-01,2012-11-28,33.32028870321584,P:DP,P,0,0,2020-04-27,88.0,-0.4006905378494587,0
855,82.59,2018-01-01,2012-12-28,33.32028870321584,No change,P,0,1,2020-04-27,87.0,-0.4006905378494587,0
856,82.59,2018-01-01,2013-03-28,33.32028870321584,P:DS/DP,P,0,2,2030-05-24,205.0,-0.4006905378494587,0
857,82.59,2018-01-01,2013-03-28,33.32028870321584,P:DS/DP,P,0,2,2030-05-24,205.0,-0.4006905378494587,0
858,82.59,2018-01-01,2013-03-28,33.32028870321584,P:DS/DP,P,0,2,2030-05-24,205.0,-0.4006905378494587,0
859,82.59,2018-01-01,2015-04-28,33.32028870321584,Added to other strength,P,0,6,2030-07-04,182.0,-0.4006905378494587,0
860,82.59,2018-01-01,2015-04-28,33.32028870321584,Added to other strength,P,0,6,2030-07-04,182.0,-0.4006905378494587,0
861,65.1,2018-01-01,2005-01-01,26.264085174710626,Pre-2005,P,1,0,2014-01-07,108.0,-0.40385934506994675,0
862,65.1,2018-01-01,2005-01-01,26.264085174710626,Pre-2005,P,1,0,2014-01-07,108.0,-0.40385934506994675,0
863,65.1,2018-01-01,2005-01-01,26.264085174710626,Pre-2005,P,1,0,2014-01-07,108.0,-0.40385934506994675,0
864,65.1,2018-01-01,2005-01-01,26.264085174710626,Pre-2005,P,1,0,2014-01-07,108.0,-0.40385934506994675,0
865,65.1,2018-01-01,2005-01-01,26.264085174710626,Pre-2005,P,1,0,2014-01-07,108.0,-0.40385934506994675,0
866,65.1,2018-01-01,2005-05-28,26.264085174710626,PTDecrease,P,0,5,2014-01-07,103.0,-0.40385934506994675,0
867,6.02,2018-01-01,2013-09-28,2.428721854865714,P:UCnew,P,0,6,2019-03-26,65.0,-0.4145633548233163,0
868,199.34,2018-01-01,2017-03-28,80.42216188520456,P:UCnew,P,0,4,2032-04-27,180.0,-0.379537979645229,0
869,199.34,2018-01-01,2016-09-28,80.42216188520456,P:UCnew,P,0,3,2032-04-27,186.0,-0.379537979645229,0
870,568.75,2018-01-01,2008-12-28,229.4577333812085,NCE,E,0,0,2012-07-16,42.0,-0.3126089301700727,1
871,568.75,2018-01-01,2009-01-28,229.4577333812085,P:DS/DP/UCnew,P,0,1,2017-04-11,98.0,-0.3126089301700727,0
872,568.75,2018-01-01,2012-03-28,229.4577333812085,PTAorPTE,P,0,2,2021-05-18,109.0,-0.3126089301700727,0
883,108.54,2018-01-01,2014-08-28,43.789612977927675,P:DP/UC,P,0,6,2026-05-20,140.0,-0.39598896281391477,0
884,108.54,2018-01-01,2014-09-28,43.789612977927675,P:DP/UC,P,0,7,2026-05-20,139.0,-0.39598896281391477,0
885,108.54,2018-01-01,2015-02-28,43.789612977927675,P:DP/UC,P,0,8,2026-05-20,134.0,-0.39598896281391477,0
886,108.54,2018-01-01,2015-06-28,43.789612977927675,P:DP,P,0,9,2026-05-20,130.0,-0.39598896281391477,0
887,108.54,2018-01-01,2009-11-28,43.789612977927675,NDF,E,0,0,2012-11-13,35.0,-0.39598896281391477,1
888,108.54,2018-01-01,2011-05-28,43.789612977927675,P:DP,P,0,1,2025-03-04,165.0,-0.39598896281391477,0
889,108.54,2018-01-01,2011-09-28,43.789612977927675,P:UCnew,P,0,2,2025-03-04,161.0,-0.39598896281391477,0
890,108.54,2018-01-01,2012-09-28,43.789612977927675,P:UC,P,0,3,2026-05-20,163.0,-0.39598896281391477,0
891,108.54,2018-01-01,2012-10-28,43.789612977927675,Ambiguous,P,0,4,2026-05-20,162.0,-0.39598896281391477,0
892,108.54,2018-01-01,2013-07-28,43.789612977927675,P:DP/UC,P,0,5,2026-05-20,153.0,-0.39598896281391477,0
893,584.75,2018-05-16,2018-02-28,232.42364500691605,,E,0,10,2021-02-15,35.0,-0.3112769954920402,1
894,584.75,2018-05-16,2018-04-28,232.42364500691605,P:DP/UCnew,P,0,11,2021-02-15,33.0,-0.3112769954920402,0
895,584.75,2018-05-16,2018-04-28,232.42364500691605,DP/UCnew,P,0,11,2021-02-15,33.0,-0.3112769954920402,0
896,584.75,2018-05-16,2010-07-28,232.42364500691605,NP,E,0,0,2013-05-28,34.0,-0.3112769954920402,1
897,584.75,2018-05-16,2010-10-28,232.42364500691605,P:UCnew,P,0,1,2019-04-22,101.0,-0.3112769954920402,0
898,584.75,2018-05-16,2010-10-28,232.42364500691605,P:DP/UC,P,0,1,2019-04-22,101.0,-0.3112769954920402,0
899,584.75,2018-05-16,2010-10-28,232.42364500691605,P:DP/UC,P,0,1,2019-04-22,101.0,-0.3112769954920402,0
900,584.75,2018-05-16,2010-10-28,232.42364500691605,P:DP/UC,P,0,1,2019-04-22,101.0,-0.3112769954920402,0
901,584.75,2018-05-16,2010-11-28,232.42364500691605,No change,P,0,5,2019-04-22,100.0,-0.3112769954920402,0
902,584.75,2018-05-16,2010-11-28,232.42364500691605,No change,P,0,5,2019-04-22,100.0,-0.3112769954920402,0
903,584.75,2018-05-16,2010-11-28,232.42364500691605,No change,P,0,5,2019-04-22,100.0,-0.3112769954920402,0
904,584.75,2018-05-16,2010-11-28,232.42364500691605,No change,P,0,5,2019-04-22,100.0,-0.3112769954920402,0
905,584.75,2018-05-16,2014-02-28,232.42364500691605,PTAorPTE,P,0,9,2020-11-06,80.0,-0.3112769954920402,0
906,327.03,2018-09-15,2014-04-28,129.54812845875634,P:UC,P,0,12,2026-04-11,143.0,-0.3574764394752416,0
907,327.03,2018-09-15,2014-04-28,129.54812845875634,UCsamemonth,P,0,12,2026-04-11,143.0,-0.3574764394752416,0
908,215.24,2018-09-15,2011-04-28,85.26416282745534,P:DS/DP,P,0,0,2022-11-06,138.0,-0.3773635288254034,0
909,215.24,2018-09-15,2011-04-28,85.26416282745534,NCE,E,0,0,2022-11-06,138.0,-0.3773635288254034,1
910,215.24,2018-09-15,2011-10-28,85.26416282745534,P:DS/DP,P,0,2,2022-11-06,132.0,-0.3773635288254034,0
911,215.24,2018-09-15,2011-11-28,85.26416282745534,P:DS/DP,P,0,3,2022-11-06,131.0,-0.3773635288254034,0
912,215.24,2018-09-15,2011-12-28,85.26416282745534,Added to other strength,P,0,4,2022-11-06,130.0,-0.3773635288254034,0
913,215.24,2018-09-15,2011-12-28,85.26416282745534,Added to other strength,P,0,4,2022-11-06,130.0,-0.3773635288254034,0
914,215.24,2018-09-15,2011-12-28,85.26416282745534,Added to other strength,P,0,4,2022-11-06,130.0,-0.3773635288254034,0
915,215.24,2018-09-15,2011-12-28,85.26416282745534,Added to other strength,E,0,4,2022-11-06,130.0,-0.3773635288254034,1
916,215.24,2018-09-15,2012-02-28,85.26416282745534,P:UCnew,P,0,8,2026-04-11,169.0,-0.3773635288254034,0
917,215.24,2018-09-15,2012-06-28,85.26416282745534,UCnew,P,0,9,2026-04-11,165.0,-0.3773635288254034,0
918,215.24,2018-09-15,2012-06-28,85.26416282745534,I,E,0,9,2026-04-11,165.0,-0.3773635288254034,1
919,215.24,2018-09-15,2014-01-28,85.26416282745534,ODE,E,0,11,2026-04-11,146.0,-0.3773635288254034,1
920,215.24,2018-09-15,2014-08-28,85.26416282745534,P:DP/UC,P,0,14,2029-06-10,177.0,-0.3773635288254034,0
921,215.24,2018-09-15,2014-08-28,85.26416282745534,UCsamemonth,P,0,14,2029-06-10,177.0,-0.3773635288254034,0
922,221.68,2018-08-15,2013-03-28,87.91731774448137,NCE,E,0,0,2018-03-20,59.0,-0.3761720472554371,1
923,221.68,2018-08-15,2017-08-28,87.91731774448137,NPP,E,0,1,2020-08-25,35.0,-0.3761720472554371,1
924,221.68,2018-08-15,2017-08-28,87.91731774448137,,E,0,1,2020-08-25,35.0,-0.3761720472554371,1
925,359.5,2018-01-01,2005-01-01,145.0374596053529,Pre-2005,P,1,0,2012-09-25,92.0,-0.35052047453182916,0
926,359.5,2018-01-01,2005-01-01,145.0374596053529,Pre-2005,P,1,0,2012-09-25,92.0,-0.35052047453182916,0
927,359.5,2018-01-01,2010-01-28,145.0374596053529,DelistRequest,P,0,2,2014-05-05,51.0,-0.35052047453182916,0
928,359.5,2018-01-01,2010-01-28,145.0374596053529,P:PED,P,0,2,2014-05-05,51.0,-0.35052047453182916,0
929,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
930,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
931,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
932,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
933,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
934,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
935,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
936,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
937,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
938,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,P,1,0,2018-09-11,164.0,-0.2996184511701303,0
939,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,E,1,0,2018-09-11,164.0,-0.2996184511701303,1
940,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,E,1,0,2018-09-11,164.0,-0.2996184511701303,1
941,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,E,1,0,2018-09-11,164.0,-0.2996184511701303,1
942,640.45,2018-01-01,2005-01-01,258.38453686856263,Pre-2005,E,1,0,2018-09-11,164.0,-0.2996184511701303,1
943,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
944,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
945,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
946,640.45,2018-01-01,2005-04-28,258.38453686856263,DP,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
947,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
948,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
949,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
950,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
951,640.45,2018-01-01,2005-04-28,258.38453686856263,Added to other strength,P,0,14,2018-09-11,160.0,-0.2996184511701303,0
952,640.45,2018-01-01,2005-04-28,258.38453686856263,NPP,E,0,14,2018-09-11,160.0,-0.2996184511701303,1
953,640.45,2018-01-01,2005-04-28,258.38453686856263,PED,E,0,14,2018-09-11,160.0,-0.2996184511701303,1
954,640.45,2018-01-01,2006-09-28,258.38453686856263,PTAorPTE,P,0,25,2018-09-11,143.0,-0.2996184511701303,0
955,640.45,2018-01-01,2006-09-28,258.38453686856263,P:PEDExtension,P,0,25,2018-09-11,143.0,-0.2996184511701303,0
956,640.45,2018-01-01,2008-03-28,258.38453686856263,P:DP/UCnew,P,0,27,2018-09-11,125.0,-0.2996184511701303,0
957,640.45,2018-01-01,2008-03-28,258.38453686856263,P:PED,P,0,27,2018-09-11,125.0,-0.2996184511701303,0
958,640.45,2018-01-01,2008-04-28,258.38453686856263,D,E,0,29,2018-09-11,124.0,-0.2996184511701303,1
959,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
960,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
961,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
962,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
963,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
964,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
965,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
966,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
967,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
968,640.45,2018-01-01,2010-09-28,258.38453686856263,Added to other strength,P,0,30,2018-09-11,95.0,-0.2996184511701303,0
969,1170.78,2018-01-01,2015-07-28,472.3420221328373,ODE,E,0,40,2022-05-28,82.0,-0.20353420112773946,1
970,141.81,2018-01-01,2017-05-28,57.21213392666229,,E,0,2,2029-09-03,147.0,-0.389961163144067,1
